Unique product ID,Product ID,Category,Sub-Category,Product Name
TEC-AC-10004510-6443820091738690957,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
OFF-BI-10000042--6756584890823150897,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""
FUR-TA-10003008-5574959660405225594,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table"
OFF-AP-10003590--4141992612325257060,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum
OFF-PA-10000806--7859664435380496899,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934
OFF-AR-10000896--8656095367007691973,OFF-AR-10000896,Office Supplies,Art,Newell 329
TEC-PH-10002310-7930545792212901254,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone
OFF-ST-10002289-3188455228449176581,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
OFF-PA-10001289-5019706890435967839,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal
OFF-FA-10000053--1228572616523265663,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
FUR-FU-10004091--3648014303195876019,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black"
OFF-EN-10003001-1415795390305611980,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers
FUR-TA-10002958--7845863026371270709,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut"
FUR-TA-10001676-6420412815943836863,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables
OFF-BI-10000822-6527593013701341811,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
OFF-PA-10004888-5456359093131210857,OFF-PA-10004888,Office Supplies,Paper,Xerox 217
FUR-TA-10002622--8216584592388544130,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
OFF-PA-10000418-449772232231463295,OFF-PA-10000418,Office Supplies,Paper,Xerox 189
FUR-TA-10001039--5936920754589111764,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table
OFF-AR-10002240-2772101631819681912,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener
OFF-BI-10002867--7372737324564501514,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers
FUR-FU-10003976-3131702063081197761,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"
TEC-PH-10002922--6489239353775092947,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone
OFF-PA-10000501--5619197181755972655,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope
OFF-AP-10004980-1019831939241628399,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
TEC-PH-10001750--1752737476745720623,TEC-PH-10001750,Technology,Phones,Samsung Rugby III
OFF-BI-10003708-9109816179239657855,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""
OFF-BI-10001191-2912734848023767820,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders
OFF-PA-10003673-6069588964049284412,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards
OFF-PA-10001639--6904461399095384587,OFF-PA-10001639,Office Supplies,Paper,Xerox 203
TEC-AC-10004975--5292080819593859537,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset
OFF-BI-10004364--8167626757972515030,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders
OFF-PA-10001712--696684487172811656,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948
FUR-CH-10004289--6578450010714461683,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair
TEC-PH-10002564--4092833899866257895,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4
OFF-BI-10004876--2306009439031787813,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders
TEC-PH-10004348-7765636189419068868,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c
OFF-BI-10004352-8254279083573002563,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders
OFF-BI-10000666--4422859464614690434,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders
TEC-MA-10000010--8013274858210521287,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer
OFF-BI-10000977-7018945203162982637,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs
FUR-TA-10002530-5036925857856693381,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables"
FUR-FU-10001473-3594560346329556071,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame
OFF-BI-10001765--374144042261915147,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges
FUR-CH-10000847--6203057933790503144,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair
OFF-PA-10001293-4473160973612973879,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946
OFF-AR-10000634-5669705425731187915,OFF-AR-10000634,Office Supplies,Art,Newell 320
FUR-FU-10004270-6127212603481815489,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
OFF-AR-10003770-501394661805447072,OFF-AR-10003770,Office Supplies,Art,Newell 340
OFF-LA-10003121--6656962103764659317,OFF-LA-10003121,Office Supplies,Labels,Avery 506
OFF-PA-10002262-6339911208503909226,OFF-PA-10002262,Office Supplies,Paper,Xerox 192
OFF-PA-10002464--6353192309459895580,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
OFF-ST-10002214--5650770061868366348,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders
OFF-PA-10000130-4848850652532224178,OFF-PA-10000130,Office Supplies,Paper,Xerox 199
TEC-AC-10000865--992384783617756868,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive
OFF-FA-10003021--2750901894937266039,OFF-FA-10003021,Office Supplies,Fasteners,Staples
TEC-PH-10003580-6272878206003388628,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone
TEC-AC-10001109-2730679060898461547,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse
OFF-PA-10001838-1364166738889081754,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
OFF-ST-10004950-3345373199617898316,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers
OFF-PA-10003823-8919691760665691679,OFF-PA-10003823,Office Supplies,Paper,Xerox 197
TEC-PH-10001300--7211777956965642801,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
FUR-TA-10003715--1644517492459317155,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table
TEC-MA-10004458--3827707917491203089,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer
OFF-BI-10004965--8700760591937151878,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
OFF-AR-10001419-2169928061211923946,OFF-AR-10001419,Office Supplies,Art,Newell 325
OFF-PA-10002586-37113419010892540,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970
OFF-AR-10002221--4737747850328256620,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils
FUR-FU-10002456--5772587875200622216,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange"
OFF-FA-10004968-9089798490940375478,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball
OFF-PA-10001274-454204254764403210,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets
OFF-PA-10001125-7948754706604212947,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988
OFF-ST-10000344-7519015971896960753,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black"
OFF-ST-10003324--596533641376377204,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit
OFF-ST-10000419--5700524895595895433,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite"
OFF-AP-10001626-2039512426344163961,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"
FUR-FU-10003981--4860790888605455338,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories
OFF-ST-10001291--2708260591442934933,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
OFF-AP-10004868--2497767616483099168,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
OFF-LA-10002195-7740009556660462194,OFF-LA-10002195,Office Supplies,Labels,Avery 481
OFF-AR-10001315--8418593735285289270,OFF-AR-10001315,Office Supplies,Art,Newell 310
OFF-EN-10003134-592934926399069147,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope
OFF-AR-10001955--6256831520080251129,OFF-AR-10001955,Office Supplies,Art,Newell 319
OFF-LA-10001641--2266095164447823991,OFF-LA-10001641,Office Supplies,Labels,Avery 518
OFF-ST-10001370--5492370466760922510,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
TEC-AC-10003038-7202096587279484268,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
OFF-BI-10000088-7556729274432280096,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
OFF-AR-10003504-6692181870644519140,OFF-AR-10003504,Office Supplies,Art,Newell 347
OFF-EN-10003160-181309559036942425,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes
TEC-AC-10003280-244707556568772113,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard
TEC-PH-10000169-6871349735582461010,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder
OFF-PA-10001526--8624254370239680964,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949
OFF-AP-10004336-8556147871319796819,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"
OFF-PA-10001357-3902844895916664335,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886
OFF-FA-10000992-4199096892428808662,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
OFF-AR-10001221-5506124334548670256,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
TEC-PH-10004830-3256779175298521513,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone
OFF-PA-10004519--3438976274948522575,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams
FUR-BO-10000362-977394590781312235,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases
OFF-PA-10000308--7728577142590279842,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901
OFF-SU-10001165-6712392749340059531,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
FUR-FU-10001488-3029138280078054027,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
OFF-AR-10003251--480778388463880533,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
OFF-AR-10001044-2904488530131318826,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
OFF-AR-10000823-2416407260582891979,OFF-AR-10000823,Office Supplies,Art,Newell 307
OFF-AR-10004456--8470318471951513013,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener
OFF-BI-10000591-8289506233817393341,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels
TEC-PH-10000441-3841957911012338001,TEC-PH-10000441,Technology,Phones,VTech DS6151
TEC-AC-10004855--656343430452753066,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad
OFF-AR-10001915--8099359606343707804,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers
OFF-ST-10000352--2861381297057207241,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers
OFF-PA-10000575--7535216850173260844,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
FUR-FU-10002937--8641227253349228907,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
TEC-AC-10003063-5806333809246858570,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
TEC-AC-10002049--2888409132875168614,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System
FUR-FU-10004415-7140520993280784757,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
OFF-ST-10002011-5235668022276309340,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
TEC-PH-10000038--6824873333494202465,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
OFF-PA-10002689-8632858738271817547,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
TEC-CO-10001766-7781487396106018184,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier
OFF-PA-10004359-3986445219675595688,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper
OFF-FA-10001135--3327202130610136174,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box"
OFF-BI-10004224--6247114405531598632,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts
TEC-PH-10003357--387262961167295327,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone
OFF-PA-10004475-118490401629357496,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940
OFF-PA-10003001--3301785455966944842,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986
OFF-FA-10000611--1797589152122991201,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC
OFF-BI-10001116-3058142904663493398,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders"
TEC-PH-10004922-6202945276763718296,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router
OFF-BI-10002353-7797811529387947406,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets
OFF-FA-10002676-7852026698095347505,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins
TEC-AC-10003023-4968666468120264411,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
OFF-PA-10000167--3878058854871561609,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925
TEC-PH-10002185-7035584993874972630,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
FUR-FU-10000758-1729668932399184933,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame
TEC-MA-10004679--7305689455125628501,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit
OFF-AP-10002495-8315726707198848205,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
OFF-BI-10002414--9156825309143545657,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
TEC-AC-10003133--3563472175087832942,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive
TEC-AC-10002006-8584044876471699915,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB
OFF-LA-10002381--758564792072015928,OFF-LA-10002381,Office Supplies,Labels,Avery 497
OFF-FA-10001843--2750901894937266039,OFF-FA-10001843,Office Supplies,Fasteners,Staples
OFF-LA-10003077-8399989085383956237,OFF-LA-10003077,Office Supplies,Labels,Avery 500
OFF-PA-10003424--5345280893325743009,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page"
OFF-PA-10004405--9157257059837362108,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books
FUR-BO-10003965-6087989568933719811,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
FUR-FU-10002088--5971162746032632126,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
TEC-AC-10000736-5184582950533610632,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse
FUR-BO-10003966--7304260463418369520,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish"
OFF-AP-10000828--4374282532907399287,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator
OFF-AP-10002906-8585482788928324449,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
OFF-AP-10003860--8585906558471384049,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
FUR-TA-10001307--5629573745231041799,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
OFF-PA-10001457--663514657914755603,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads
OFF-AP-10002082-4665638222397470454,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier
TEC-AC-10003590--4068022813327145623,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
OFF-PA-10004355--4030498081976497571,OFF-PA-10004355,Office Supplies,Paper,Xerox 231
OFF-PA-10004947--9093674304549057966,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper
FUR-TA-10004607--8111135108536565129,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table
OFF-PA-10003893-7456548833289159942,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962
TEC-PH-10001817-432633554549628322,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster
FUR-BO-10000330--5434788951854107132,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
OFF-BI-10001900-5844486516986822559,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black"
FUR-BO-10003159-6371897200017559549,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
FUR-FU-10001591--2245146820727658682,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
OFF-LA-10002034-3177701808408113214,OFF-LA-10002034,Office Supplies,Labels,Avery 478
OFF-BI-10001628-5895575777752008207,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
OFF-ST-10000877--2753893779109475804,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders
OFF-AR-10004752--7929649364425624624,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils
OFF-PA-10000675-4753197169089810592,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919
OFF-PA-10001609--1742615721625773182,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books
TEC-PH-10001615--6479473195678721943,TEC-PH-10001615,Technology,Phones,AT&T CL82213
TEC-AC-10004568-2580548456789108471,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB
FUR-CH-10001854--691603842053271598,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
OFF-AR-10000475-2424624689159248540,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
TEC-PH-10000455-3548980058571612432,TEC-PH-10000455,Technology,Phones,GE 30522EE2
OFF-PA-10001994--587690089800538771,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
TEC-AC-10002926-5828252343154770519,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705
TEC-PH-10004897--4135175231131654363,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s
FUR-FU-10001196-1144225508732453793,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
OFF-PA-10000595--1015071391947031478,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929
OFF-LA-10000443-1831898141269538276,OFF-LA-10000443,Office Supplies,Labels,Avery 501
OFF-LA-10001771--7383949029376979628,OFF-LA-10001771,Office Supplies,Labels,Avery 513
OFF-AP-10001394-2328114745916393119,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier
FUR-FU-10002553-2235957805201825122,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black"
OFF-AP-10004233--7475499831562040947,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room
FUR-CH-10004754--3182938191367795130,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black"
OFF-PA-10000809-1449372736366658353,OFF-PA-10000809,Office Supplies,Paper,Xerox 206
FUR-FU-10002878--4641108534010927329,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
TEC-PH-10002624-2546029084202040340,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini
TEC-PH-10002885--3587735781510668204,TEC-PH-10002885,Technology,Phones,Apple iPhone 5
TEC-PH-10000895--2887533750618134720,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone
TEC-MA-10000488--8814013792969123825,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer
OFF-PA-10003729-7219910982177554492,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998
OFF-AP-10001005-1154108213770990468,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner
FUR-CH-10000988-1871786114031391464,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools
FUR-FU-10001986-4891382830183304942,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36"""
FUR-FU-10004973--1079624515605679525,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
OFF-ST-10000464--8843928776125544235,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
OFF-PA-10000528-6138900851284256597,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981
OFF-PA-10003129-4821513971178542596,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper
OFF-AR-10003631-8936881564471265654,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors
OFF-BI-10002133-3499329215458081930,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
TEC-PH-10004959-2450914208095428264,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810
FUR-BO-10001918-8142601522419380699,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
FUR-FU-10001617-5249394660992554128,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
TEC-PH-10002824--6379131919240708697,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone
OFF-PA-10003309-3260406914205199229,OFF-PA-10003309,Office Supplies,Paper,Xerox 211
OFF-ST-10002554--2386928471454511697,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving
OFF-AR-10002067--9187893502982876240,OFF-AR-10002067,Office Supplies,Art,Newell 334
FUR-TA-10004175-6941591338011352181,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer"
FUR-TA-10004767--936011963199735925,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table
OFF-EN-10002621-592934926399069147,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope
OFF-LA-10003714-653497227803264773,OFF-LA-10003714,Office Supplies,Labels,Avery 510
FUR-FU-10001889--5317531084487507771,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle
OFF-AR-10003723--435268201894177381,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers
OFF-PA-10000241--6325213259423832550,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
OFF-AR-10001446--6227030433406752754,OFF-AR-10001446,Office Supplies,Art,Newell 309
OFF-BI-10001359--3749777190383568062,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
OFF-EN-10001749--1498503245095459963,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure
OFF-BI-10004390--4651252828153151907,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
TEC-PH-10004924-2636729368477937234,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
FUR-CH-10000155--9216523005023978045,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair
OFF-BI-10001757--4332611276760824676,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets
FUR-FU-10004093--2305549527822742558,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame
FUR-FU-10001037--7251084650611857181,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
OFF-PA-10001878-2466179547359075773,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891
TEC-MA-10003674-1599067739286652960,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer
OFF-LA-10003190--724601258605836803,OFF-LA-10003190,Office Supplies,Labels,Avery 474
TEC-PH-10001809--5189601009853335743,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone
OFF-BI-10003091-5836361127679964525,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
FUR-CH-10003981-1067453904953724788,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs
OFF-ST-10002562-7597292579252328918,OFF-ST-10002562,Office Supplies,Storage,Staple magnet
